url,Price,Accommodates,Overall Rating,Value,Reviews
https://www.airbnb.com/rooms/42364097,53.0,5,5.0,5.0,1
https://www.airbnb.com/rooms/52264392,60.0,5,5.0,5.0,14
https://www.airbnb.com/rooms/33552900,175.0,5,5.0,4.85,26
https://www.airbnb.com/rooms/53115783,183.0,5,5.0,5.0,1
https://www.airbnb.com/rooms/41763645,200.0,5,5.0,5.0,4
