url,Price,Accommodates,Overall Rating,Value,Reviews
https://www.airbnb.com/rooms/35714054,38.0,2,5.0,5.0,39
https://www.airbnb.com/rooms/33013194,39.0,2,4.74,4.73,160
https://www.airbnb.com/rooms/23487191,40.0,2,4.92,4.77,13
https://www.airbnb.com/rooms/33017230,40.0,2,4.82,4.73,101
https://www.airbnb.com/rooms/41262612,40.0,2,4.9,4.9,10
