url,Price,Accommodates,Overall Rating,Value,Reviews
https://www.airbnb.com/rooms/4090224,240.0,6,4.91,4.83,678
https://www.airbnb.com/rooms/815639,106.0,3,4.63,4.55,647
https://www.airbnb.com/rooms/916123,166.0,2,4.44,4.5,635
https://www.airbnb.com/rooms/18290558,54.0,2,4.88,4.77,606
https://www.airbnb.com/rooms/1881298,148.0,4,4.81,4.82,584
