url,Price,Accommodates,Overall Rating,Value,Reviews
https://www.airbnb.com/rooms/7618925,1104.0,8,5.0,4.67,3
https://www.airbnb.com/rooms/20650593,1052.0,12,4.92,4.72,104
https://www.airbnb.com/rooms/45531759,959.0,8,5.0,5.0,5
https://www.airbnb.com/rooms/48001583,807.0,8,5.0,4.91,23
https://www.airbnb.com/rooms/24484501,800.0,16,4.89,4.78,118
